"unitid","value","year","metric","var_type"
100751,0,2023,"pct_nhpi","raw"
100751,15.0396244510625,2023,"pct_part_time","computed"
100751,3,2023,"pct_race_unknown","raw"
100751,3,2023,"pct_two_or_more","raw"
100751,84.3849376608955,2023,"pct_undergrad","computed"
100751,70,2023,"pct_white","raw"
100751,28,2023,"residential_share","external"
100751,39622,2023,"total_enrollment","raw"
100751,1151,2023,"transfer_in_enrollment","raw"
100751,33435,2023,"undergraduate_enrollment","raw"
100751,8032,2024,"first_time_enrollment","raw"
100751,34908,2024,"full_time_enrollment","raw"
100751,66733,2024,"median_family_income","external"
100751,6,2024,"pct_age_25plus","raw"
100751,0,2024,"pct_aian","raw"
100751,2,2024,"pct_asian","raw"
100751,25,2024,"pct_bipoc","computed"
100751,12,2024,"pct_black","raw"
100751,22.57126887,2024,"pct_first_generation","external"
100751,15.8081574695197,2024,"pct_graduate","computed"
100751,7,2024,"pct_hispanic","raw"
100751,3,2024,"pct_international","raw"
100751,0,2024,"pct_nhpi","raw"
100751,14.5375312148068,2024,"pct_part_time","computed"
100751,3,2024,"pct_race_unknown","raw"
100751,4,2024,"pct_two_or_more","raw"
100751,84.1918425304803,2024,"pct_undergrad","computed"
100751,69,2024,"pct_white","raw"
100751,27,2024,"residential_share","external"
100751,40846,2024,"total_enrollment","raw"
100751,1212,2024,"transfer_in_enrollment","raw"
100751,34389,2024,"undergraduate_enrollment","raw"
100812,0,2020,"first_time_enrollment","raw"
100812,1246,2020,"full_time_enrollment","raw"
100812,56,2020,"pct_age_25plus","raw"
100812,1,2020,"pct_aian","raw"
100812,1,2020,"pct_asian","raw"
100812,22,2020,"pct_bipoc","computed"
100812,15,2020,"pct_black","raw"
100812,6.2434600627834,2020,"pct_graduate","computed"
100812,4,2020,"pct_hispanic","raw"
100812,0,2020,"pct_international","raw"
100812,0,2020,"pct_nhpi","raw"
100812,56.5399372166027,2020,"pct_part_time","computed"
100812,3,2020,"pct_race_unknown","raw"
100812,3,2020,"pct_two_or_more","raw"
100812,93.7565399372166,2020,"pct_undergrad","computed"
100812,75,2020,"pct_white","raw"
100812,2867,2020,"total_enrollment","raw"
100812,534,2020,"transfer_in_enrollment","raw"
100812,2688,2020,"undergraduate_enrollment","raw"
